,brand_name,price,pred,name,name_token,item_description
112965,_missing_,100.0,18.3615104666,canon powershot sx700,canon powershot sx700,come with pouch charger able battery that you can connect to wall no scratches everything in good condition will ship same day has 30x zoom takes very good quality pictures for the price originally costed [rm]
87983,_missing_,259.0,48.8002757066,never fulll mm azure purse,never fulll mm azure purse,"brand new, very nice purse perfect for every day use, comes with certificate and has date code."
73697,Victoria's Secret,4.0,25.1320353037,pajamas,pajamas,l/g (11-13) new
48346,_missing_,70.0,12.5825547343,drunk elephant t. l.c. sukari babyfacial,drunk elephant t lc sukari babyfacial,new. comes with marula oil sample
31636,_missing_,7.0,40.861541569,for arista only,for arista only,item as discussed
108105,Louis Vuitton,400.0,75.6075686586,louis vuitton sarah sticker wallet,louis vuitton sarah sticker wallet,louis vuitton limited edition vernis sarah sticker wallet with box. corners and side glazing are perfect. white vernis leather shows light color transfer on side trim as shown in photo 3. interior is perfect. no dustbag. 100% authentic! date code mi0175
33127,_missing_,334.0,62.9852996653,visa gift card,visa gift card,value [rm] +[rm] shipping price firm
45136,_missing_,54.0,9.49003905176,wax melts super tarts + more!,wax melts super tarts more,"(4) super tart bam bags-mouse ears, beauty and the beast, jaws, white walkers. (1) super tarts clamshells-ruby slippers. missing one cube. (2) scentsationals clamshells-rainy day, strawberries & cream. (2) barrett wax crafts clamshells-strawberry rhubarb, blue cotton candy fizz. both missing one cube. (1) 3.3oz barrett wax crafts sheep in birthday party."
46038,_missing_,30.0,4.90686719531,fashion patch,fashion patch,no description yet
83360,Burberry,7.0,40.995551599,freeship burberry bag,freeship burberry bag,"16x12x4"""
102209,_missing_,46.0,7.94640299328,mini disc,mini disc,"tina turner, simply the best mini disc case is rough, but still holding never been used."
90020,_missing_,24.0,130.421289145,bellami hair extensions,bellami hair extensions,"bellami hair extensions (100% remy human hair)   80 grams   original color : ash blonde 60   2 pieces (3 wefts in each piece making it 6 wefts total)   originally 22"" now 18 inches color: dark brown  bundle & save!!  message or comment if you have any questions "
60376,_missing_,114.0,20.8651638824,tessier,tessier,2 packs
23903,_missing_,48.0,8.30844047388,bare mineral eyeshadow,bare mineral eyeshadow,"19 bare mineral mini eyeshadows, variety of colors, some new and sealed. never used just opened to test a few colors."
2480,Gucci,349.0,65.3069007328,i-gucci black watch,igucci black watch,"i-gucci watch comes with the box, case, gucci shopping bag, and instructions. used, but in very good condition."
145709,Funko,135.0,24.760941348,funko pop corbin lot to last one,funko pop corbin lot to last one,funko pop corbin lot everything you see here you get from a 135 and free shipping and by the way corbin i threw in an enchantress hahaha
9844,Funko,260.0,48.4241690392,conan funko pop lot of 2 sdcc reserved,conan funko pop lot of 2 sdcc reserved,superman and white walker - if want separate than white walker is [rm] free ship
39573,_missing_,50.0,8.65264620842,new summer muranos,new summer muranos,no description yet
99810,_missing_,115.0,20.921768927,liquid force wakeboard with boots,liquid force wakeboard with boots,"super cool liquid force wakeboard with liquid force boots. board is in great condition, boots have a little wear on them and fray on the backs, but they will still get the job done. taking offers"
103778,Jordan,9.0,51.9408707657,jordan xxxi (31) box,jordan xxxi 31 box,this is the jordan box
3054,Apt.,112.0,20.3412756708,bundle,bundle,29 items for hello everyone #2
65277,Cartier,135.0,24.671694685,new cartier love ring paved diamonds,new cartier love ring paved diamonds,size 6. stamped. not sure if authentic but extremely high quality.
118504,Sephora,125.0,22.7794268046,bundle for liszt,bundle for liszt,no description yet
91582,_missing_,5.0,30.8097885424,victoria's secret gift card,victoria ' s secret gift card,[rm] balance
51775,bumGenius,136.0,24.8119648912,14 bumgenius freetimes,14 bumgenius freetimes,"some are in great condition while others have slight pilling, mild stains, or just general wear. all functional of course though."
63830,_missing_,5.0,30.8630285773,go jane homecoming baby pink bubble dres,go jane homecoming baby pink bubble dres,"brand is go jane. worn once. comes with a shawl. the bubble part, is kind of loud when ruffled around"
78353,Pokemon,4.0,25.5643034111,steam siege mega gardevoir ex fa 112/114,steam siege mega gardevoir ex fa 112 114,mint condition full art ultra rare from steam siege.
90003,_missing_,104.0,18.758387885,school girl uniform,school girl uniform,"an xs-s cosplay costume for girls. has only been tried on, never worn. the cosplay comes with the following.  school uniform top  school uniform skirt  fight club jacket  fight club hat  fight club wrist spikes (not shown/one wrist)"
8136,_missing_,131.0,23.831645561,10c bundle 3 pair,10c bundle 3 pair,i do have the other lace. these were my son's favorite shoes. no scuffs
113325,Pokemon,99.0,17.7637779378,pok mon cards lot (hold),pok mon cards lot hold,great condition
116295,_missing_,106.0,19.0732587017,reserved for kelley,reserved for kelley,haunted and happy halloween
1978,LuLaRoe,210.0,38.5714869131,lot of 6 os bambi leggings,lot of 6 os bambi leggings,listing for mljl2girls
86839,Funko,85.0,15.1283349832,funko pop! yukon cornelius holidays,funko pop yukon cornelius holidays,please see all of the photos for box condition. ships in secure packaging from a smoke free home.
21708,Sephora,53.0,9.12438048133,clean summer sun,clean summer sun,this is a 0.5oz spray. this is my price. no lower prices unless you bundle. lowballers will be ignored thanks. please view the pictures because what you see is what you will get and there is no box included. thanks again. loveswept spray. -[rm] clean skin - [rm] clean summer escape - [rm] clean summer sun - [rm] tory burch - [rm]
106999,_missing_,256.0,47.1785447247,welch allyn portable diagnostic test,welch allyn portable diagnostic test,"this set includes an otoscope/ophthalmoscope with its original case and original (unused) disposable ear speculas. never used and perfect condition. you will not find this set for great for nurses, practitioners, physicians and medical students. this set retails for [rm]+tax."
53541,Ganz,200.0,36.6195193198,webkinz signature husky (desc),webkinz signature husky desc,offer? offers above [rm] are auto accepted
51245,_missing_,154.0,27.9754706212,baby jogger city tour,baby jogger city tour,new in box in opened
138220,American Eagle,210.0,38.4101553279,tag heuer electronic watch,tag heuer electronic watch,8 into a new tag heuer watches. orange dial waterproof 6-pin electronic watch for a period of time without a watch power out the need for battery
146479,_missing_,12.0,68.6590080819,not louis vuitton backpack,not louis vuitton backpack,brand new still sealed
85286,_missing_,79.0,13.9190562651,7 movies for carol,7 movies for carol,no description yet
82824,Bath & Body Works,134.0,24.1752401812,bbw 3 wick candle,bbw 3 wick candle,bbw collection all 6 as pic 1-extra tiger 2-pom lemonade
109710,Victoria's Secret,200.0,36.4585977874,free ship m dream angels panty lot,free ship m dream angels panty lot,"all size medium, all from dream angels collection, all new and unworn. in the first picture, the leff are all high waisted cheekies, ""mid-rise cheeky"" and expensive cheekies ([rm] each, not on the 3 for 35 sale). middle are all cheekies, right are thongs. middle row and left are on the 3 for 35 sale and the right row retails for [rm] each. (50 panties total). i will not split up, this could be used as a resale or wholesale bundle"
106971,Moose Toys,75.0,13.1605580554,shopkins season 6,shopkins season 6,35 unopened shopkins season (over a full case) each chiefs club jar includes 2 shopkins free shipping no holds sorry / firm
52176,_missing_,125.0,22.4278112996,custom listing for lovely xx chase,custom listing for lovely xx chase,"surprise sampler of items including but not limited to perfume mini sprays, makeup samples, bath, body, skin, and hair product samples, shaving cream and men's care samples."
126255,_missing_,70.0,12.1900457021,reserved for eden,reserved for eden,two turquoise chokers for eden :)
56773,_missing_,45.0,7.54093635319,hr giger necronomicon book,hr giger necronomicon book,authentic original in fair condition pages inside in great shape no tears outside wrap worn rubbed in areas inside a kid scribbled
104116,Halo,236.0,42.9993482014,halo couture hair extensions,halo couture hair extensions,"heavenly hair in an instant! this is the rolls royce of hair extensions. top quality. length: 16"" never cut color: f112 my stylist added more blonde highlight and a toner. it has warm and cool highlights so it blends really well with your natural hair. it's absolutely stunning! i've styled it one time with a curling iron and have worn it 3 times. please visit their website for further details/videos @halocouture.com this hasn't matched my current hair color in a while so it needs a new home."
3428,_missing_,7.0,42.0967239192,monat resvered for staphanie hopper,monat resvered for staphanie hopper,brand new.
68551,Nintendo,90.0,15.8737938606,ds,ds,in great shap! used maybe 5 times. comes with everything and 1 game. make offers i just want it gone.
122178,Funko,210.0,38.1063989944,bruce lee rudy ramirez funko,bruce lee rudy ramirez funko,"exclusive bruce lee ramirez custom funko pops, blood splatter. released by bait, from wonder con. includes shipping and pop protectors."
74653,Pokemon,100.0,17.7144346889,pokemon ex lot,pokemon ex lot,hydreigon break primal groudon ex mega charizard ex primal kyogre ex tyranitar ex yveltal ex rayquaza ex swampert ex mega swampert ex groudon ex mint condition as well as some freebies
57624,Betsey Johnson,79.0,13.8091950997,betsey j 'pretty polka dots' bracelet,betsey j ' pretty polka dots ' bracelet,"chunky toggle bracelet from retired collection. it does have flaws: chips in yellow paint on some charms & a flaw on the large heart. see 1st & 2nd photo. true colors are white, black, yellow and gold tone metal. pre-owned, with tag. original [rm]."
40805,_lo_count_,109.0,19.3285017792,k&n air charger harley davidson,kn air charger harley davidson,"new, never used !"
121973,Nintendo,146.0,26.1399531425,ds,ds,zelda edition few minor scratches..
11143,Enfamil,144.0,25.7660545503,enfamil,enfamil,14 cans of enfamil powder 12.5 oz!
99358,ATI Technologies,10.0,58.5944513497,ati radeon graphics card,ati radeon graphics card,"for sale is a ati radeon graphics card. i found this in my closets and have never installed it. condition looks good, doesnt look like nothing is broken or out of place. comes with partial box and paperwork and install cd. this is as is!"
7026,_missing_,14.0,80.381598538,glamglow 10 sets,glamglow 10 sets,powermud x6 youthmud x2 supermud x2 total 10. brand new.
63820,Stamped,209.0,37.6600896936,real gold,real gold,not platted 3.0 grams
28175,_missing_,129.0,22.8992215223,hip length brown mink coat s,hip length brown mink coat s,"looks excellent, great condition, brown mink size s."
47967,_missing_,144.0,25.6498323058,bundle!,bundle,no description yet
146661,PINK,4.0,26.230627208,listing for lisa!,listing for lisa,pink zip up hoodie size small! new condition!
18198,PINK,126.0,22.2983543547,free ship 8 pink drawstring bags,free ship 8 pink drawstring bags,new in unopened online packaging lowest price includes free ship no offers please this is for 8 of these
41932,_missing_,68.0,11.6574108962,crochet skirt plus size,crochet skirt plus size,darling little number it's a crocheted skirt with a pink layer underneath ties on the side. zipper on the side 3xincluding seven other items
138088,Gucci,5.0,31.7748692741,gucci inspired boston,gucci inspired boston,"12.5 "" l x 7"" w x 7"" h this cute boston inspired bag has no brand name on it. but it's cute and roomy! excellent condition."
137680,_missing_,230.0,41.1324446528,bundle of yarn for kaylynn kc,bundle of yarn for kaylynn kc,"1 afghan kit with 18 skeins of yarn, 19 skeins of sidar wash n wear aran vintage, 12 skeins of mary maxim ultra soft starlette vintage, 7 skeins of mary maxim starlette vintage, 8 skeins of vintage windrush, , 2 skeins of vintage caron wintuk, , 8 lg skeins of red heart, 1 skein of vintage berella 4, 1 skein of vintage lustro excellence by nomis, 1 skein of vintage caron dazzle aire, 1.5 skeins of bernat frenzy, 1.5 skeins of vintage hook n needle, 1 aunt lydia vintage mercerized cotton thread, 6 dmc cotton threads, plus a few left overs"
58239,_missing_,5.0,31.9354760612,fragrance bundle,fragrance bundle,"fragrance bundle including mini testers of alien perfume, olympea perfume, amen cologne, muse perfume, and valentino cologne."
88092,_lo_count_,95.0,16.4875719379,john hardy dot earrings,john hardy dot earrings,euc john hardy dot earrings.
26054,_missing_,115.0,20.1098900357,giant teddy bear,giant teddy bear,"about 5ft tall 2 available: one golden caramel and one brownie colored [rm] for one [rm] for both. used to collect large teddy bears, but graduating from school so need to move these. great gift/fun addition to any household."
55380,_missing_,146.0,25.66829402,sexy bundle for the lovely,sexy bundle for the lovely,most are new or wore once
86435,Fossil,150.0,26.392568624,new sealed fossil q marshal,new sealed fossil q marshal,fossil smartwatch compatible with android and ios retail [rm]
123465,Lululemon,41.0,6.61363911064,lululemon reusable shopping bags,lululemon reusable shopping bags,18 small bags 7 large bags brought my goodies home in these then stored them away. from pet and smoke free home
35861,_missing_,49.0,8.06348041762,sold,sold,for army
31160,_missing_,94.0,16.2165632645,slides,slides,black slides size could be 9/10 no box included just shoes
87457,BB,6.0,37.6264531772,greenberry shakeology packet,greenberry shakeology packet,brand new greenberry expires 6/2018
47454,Chloe,131.0,22.904672357,c&i torsade necklace and snake chain,ci torsade necklace and snake chain,"chloe and isabel necklace, multi colored torsade, multi media, heavy. excellent quality, retails for [rm]"
130083,Little Tikes,140.0,24.5302267596,vintage little tikes beauty salon,vintage little tikes beauty salon,vintage little tikes beauty salon with swivel chair and extra pink chair and hair accessories and will even include vintage tea set. sells for much more on ebay.
17084,Too Faced,150.0,26.3258158726,karen order 12 too faced lipsticks,karen order 12 too faced lipsticks,"new! price is firm, so please don't waste time commenting to lower it. i also do not do free ship. if you like more than 1 item, please comment which items you'd like bundled together and i'll make 1 listing for you! :) visit my page to view more of my items: victoria's secret pink kylie jenner makeup too faced makeup anastasia beverly hills dipbrow"
91520,_missing_,179.0,31.4890061382,tiffanys for vivianaszeto,tiffanys for vivianaszeto,tiffanys
147275,Maurices,80.0,13.6132085476,floral skinny jeans,floral skinny jeans,no description yet
3357,Apple,54.0,8.91756341947,iphone 4 unblocked,iphone 4 unblocked,no description yet
86875,Sony,3.0,21.212493368,"ps4 mic with an ear bud, controller not",ps4 mic with an ear bud controller not,no description yet
13727,_missing_,94.0,16.1043576142,neela shopping bags 5 lululemons 6,neela shopping bags 5 lululemons 6,five large environment friendly shopping bags free shipping all pictures up new all the same size with green lululemon size 6 great condition with pockets on the sides and on the back size 6 bundle
133664,_missing_,7.0,43.4550934871,jade pendant bundle w/  14k  clasps,jade pendant bundle w 14k clasps,no description yet
69847,Givenchy,200.0,35.0587615691,givenchy sweater,givenchy sweater,"gently used , authentic"
65490,_missing_,79.0,13.3507073325,barbie in box clearance sale,barbie in box clearance sale,new barbies in box need to downsize don't have room to store anymore all are from barbie collectibles
4250,_missing_,156.0,27.1565170695,   14k  haw'n slipper anklet w/diamonds  ,14k haw ' n slipper anklet w diamonds," 14k  na hoku slipper anklet         sale         - na hoku's best seller - diamond strap - 10"""
108724,_lo_count_,74.0,12.4455887425,24k women bracelet,24k women bracelet,never been worn 24k gold needs to be gone asap
42793,Victoria's Secret,126.0,21.7538375216,victoria's secret collectible mail bag,victoria ' s secret collectible mail bag,rare and htf both brand new with tags bundled for italia
92862,Scentsy,122.0,21.0362719972,reserved for shop 21,reserved for shop 21,250 scentsy
147093,_missing_,7.0,43.7243420312,new force fields for shoes,new force fields for shoes,"new force fields for shoes, small, smoke free home, will bundle."
5549,Lancome,79.0,13.2862957199,new lancome absolue sunscreen day cream,new lancome absolue sunscreen day cream,"authentic new lancome absolue sunscreen day cream spf 15 sun protection measures original price: [rm] now only sale for [rm] 1.7 oz/ 50g new never opened free shipping and fast ship if you want to bundle this with other items, leave a comment and i can try to make a new listing for you."
24276,Younique,93.0,15.7543734301,"lustrous,rose water,mask,tweezer, fan br",lustrousrose watermasktweezer fan br,bundle deal :) free shipping & i'll ship out today
68975,_missing_,57.0,9.26771998125,starbucks cards,starbucks cards,@iluvbargaindeals 50 for [rm]
130640,_missing_,250.0,43.3871339175,christian dior so real sunglasses new,christian dior so real sunglasses new,"***on hold*** acetate made in italy 100% uv protection curved top bar, logo at sides. includes every thing you see in picture! got these for xmas but they're not my style."
109430,_missing_,164.0,28.1641112964,stone cold fox clyde gown,stone cold fox clyde gown,size 1.. just needs to be steamed! :)
114655,Salvatore Ferragamo,426.0,74.4535004732,salvatore ferragamo crossbody bag,salvatore ferragamo crossbody bag,salvatore ferragamo mini bag miss vara bow red. wore only few times. bought it from original store [rm]+tax. great condition with tag. made in italy.
7465,Sony,239.0,41.3531309736,ps4 brand new,ps4 brand new,"comes with controller, has never been used"
22956,Samsung,11.0,67.0162514286,samsung verizon gusto 3 flip phone blue,samsung verizon gusto 3 flip phone blue,"samsung verizon gusto 3 sm-b311v cellular flip phone dark blue. excellent condition barely used. bluetooth 2.1 + edr interface lets you wirelessly link with compatible bluetooth-enabled devices. brew 3.1.5 sp03 helps ensure optimal performance. 1.3mp front-facing camera along with a 1.3mp rear-facing camera without a flash enables you to capture special moments to share with loved ones. text messaging provides flexible communication options. 3g speed allows rapid internet connectivity, so you can access your e-mail and web sites on the go. openwave wap browser makes it easy to surf the web. 128 x 160 display offers a clear view of content. up to 6 hours of talk time and up to 31 days of standby time* with the included 1000 mah lithium battery. what's included verizon wireless prepaid samsung gusto 3 no-contract cell phone 1000 mah lithium battery wall charger #cellphones #samsung #flipphone #communications #smartphones #phone #electronics #radio"
132459,_missing_,119.0,20.147670315,naps just snooze it hoodie,naps just snooze it hoodie,brand new. ask for other size. bundle and save.
7663,True Religion Brand Jeans,4.0,27.3797702237,on hold! true religion jeans,on hold true religion jeans,"size 29, skinny, distressed true religion jeans, super cute with orange, and yellowish stiching."
24331,_missing_,104.0,17.4583661189,holding for debbie,holding for debbie,no description yet
111280,_missing_,55.0,8.83758971938,drama by lee a. jacobus,drama by lee a jacobus,the compact bedford introduction to drama seventh edition 9781457606335
48071,_missing_,142.0,24.0788534721,doterra essential oils 5ml,doterra essential oils 5ml,"doterra essential oils, all 5ml hawaiian sandalwood [rm], new helichrysum, [rm], new roman chamomile, [rm], passion, opened, not used, [rm] one cedarwood, 15ml 5 oils total."
115758,_missing_,75.0,12.3031816037,garage metal signs,garage metal signs,"speed demon's garage metal sign (12   16 inches) with colorful graphics. great for the garage or man cave. biker parking (plastic), champion spark plug, texaco, chevy truck, red chevy car, and castrol. ask about bundling items"
41495,_missing_,169.0,28.5974969153,bundle of tennis racquets,bundle of tennis racquets,"all in good condition, pure drive has a broken string and . one yonex is missing a but cap. without steam"
43582,_missing_,129.0,21.6212990617,bunny ballerina dolls,bunny ballerina dolls,gorgeous made dolls and well made!!! paid $ 295.00 each asking [rm] each!! green pink and yellow... buyer is bundling and she gets these 3 and another bunny and 2 fairies....
122866,Sony,109.0,18.1250174269,ps2 lot clear,ps2 lot clear,ps2 with 13 games ps1 and ps2
110510,_missing_,115.0,19.1632254095,"4 shirts, men's xxl dress shirt",4 shirts men ' s xxl dress shirt,"men's 20/37 in blue dress shirt new! charles tyrwhitt blue long sleeve, buttoned professional business shirt best dress shirt ever!! better than jos a banks"
93549,_missing_,100.0,16.5523238956,shopkins 2 in a ornament 30 metallic,shopkins 2 in a ornament 30 metallic,shopkins 2 in a ornament 30 metallic blind ornaments display case is not included
101647,Sephora,259.0,44.1509595605,bundle on hold,bundle on hold,"bundle includes 5 philosophy products, nars blush cheek palette,galifornia benefit blush, dewy stick, aurora palette,becca chrissy, becca bronzed amber, tartelette,sex kitten, rainbow highlighter and peach blush. please don't purchase on hold"
123225,_missing_,266.0,45.3298499798,creed aventus 4oz,creed aventus 4oz,follow me for new items listed daily! all fragrances are brand new in original box and never opened. bundle items to save on shipping. if you are interested in a fragrance not listed please ask. all prices are the absolute lowest. no offers accepted.
46183,Kendra Scott,9.0,56.8664988733,reserved for lynn,reserved for lynn,one nwot landry necklace in gold for dani's + $
108013,_missing_,171.0,28.6802654047,for dear monica,for dear monica,"bundle includes a quality dolman top, a baby blue v-neck shirt, a wrapped maxi skirt, a flare sleeves top and a pair of polka dots palazzo. a gift will be sent alone."
16074,_missing_,125.0,20.7001667639,quincea era dress,quincea era dress,"dress is like the one in the first picture only the top part is different has not been altered,but can be if needed i will include the petty coat as well! also i have the crown for additional [rm] please request pics of crown if interested"
85796,Nintendo,140.0,23.2733855418,nintendo 3ds game,nintendo 3ds game,"including: 3ds, stylus, sd card, charging cradle, power cord"
69002,_missing_,100.0,16.3846753127,bullhead,bullhead,for @maririeck
94846,LEGO,96.0,15.6887547267,lego nexo knights jestros volcano lair,lego nexo knights jestros volcano lair,brand new
142577,Bath & Body Works,105.0,17.2165171061,for alana x13 home oil fragrance,for alana x13 home oil fragrance,"hi, this is for special order of 13 home oil fragrance from bath & body works. you will getting the flowing scent x3 variety contains (2) mahogany teekwood (1) renew & refresh x2 variety contain (1) mahogany tweekwood & (1) eucalyptus x2 renew & refresh x2 lavender x2 caribbean escape x2 eucalyptus total all 13 home oil bottles. free shipping"
28016,Michael Kors,13.0,80.5032808864,mk tote and carnival frame bundle,mk tote and carnival frame bundle,"small spot on the back, i have not tried to clean it. smoke and pet free."
43641,Swarovski,145.0,24.0269063664,2 swarovski earrings,2 swarovski earrings,two brand new earrings.
79864,Disney,194.0,32.4051764141,flash sale!disney kingdom cout crossbody,flash saledisney kingdom cout crossbody,this is a brand new with tags disney kingdom couture crossbody. disney parks exclusive tinkerbell purse bag kingdom couture collection snake skin pattern faux leather zippered closure zippered interior pocket two interior open pockets adjustable shoulder strap chrome hardware includes tinkerbell clock butterfly bell key chain kingdom couture logo plate on front part of kingdom couture collection. 11.5'' h x 11.5'' w x 1.5'' d crossbody strap falls 25'' original retail price [rm] disney parks exclusive! !!!! if you bundle with other items you pay less shipping depending on what it is and possibly a better deal too!!! everything must go! will be only be personal shopping mainly from now on! i want to focus on individual wants! combo of this listing includes - 2 zip id one teal and one black/pink - 1 black/ pink crossbody - 1 black/pink wristlet - 3 kingdom couture crossbody - 1 kingdom couture tote - 1 vera bradley teal mickey wristlet
44875,Victoria's Secret,64.0,10.1168188512,dream angels heavenly enchanted mist,dream angels heavenly enchanted mist,"dream angels heavenly enchanted  sheer fragrance mist - victoria's secret. pink. just fun!, fragrance type: fresh, notes: cherry blossom and peach, 2. used but a lot is left in bottle."
28723,_missing_,95.0,15.4097925777,stella and dot earring and taj clut,stella and dot earring and taj clut,brand new silver large hammered earring and taj clutch.
141795,_missing_,200.0,33.311555385,[rm] walmart gift card,rm walmart gift card,[rm] walmart gift card
133785,PINK,131.0,21.5251236754,victoria sectpret pink,victoria sectpret pink,no description yet
78239,Boston Proper,189.0,31.32795555,gucci boston bag,gucci boston bag,"has been very well loved so shows some signs of wear, but still in great shape. lock part doesn't really work but never used it anyway. the dimensions are roughly 12x7.5x7, it is a good size bag. i will be removing this post if it doesn't sell by sunday, just an fyi"
25624,_missing_,160.0,26.3705411216,wifeyy69 only,wifeyy69 only,vguc trunk with small flaws on lettering as shown.
56874,_missing_,126.0,20.580126368,emmasmommy bundle,emmasmommy bundle,no description yet
96636,Apple,236.0,39.2443348581,ipad mini 4 + case,ipad mini 4 case,ipad mini 4   16gb   cellular accepts sim card
21568,Pokemon,55.0,8.45468768308,celebi gold star pok mon card rare,celebi gold star pok mon card rare,no description yet
105040,_missing_,106.0,17.0611797868,iphone and android compatible smartwatch,iphone and android compatible smartwatch,-compatible with any android or iphones make and receive phone calls -read and send text messages - sensors such as pedometer and heart rate monitor. - many different watch faces - waterproof - calculator - calendar - alarm clock - stopwatch - multimedia notifications - wechat - whatsapp - support exercise - calorie consumption - mileage recorder.
67845,_missing_,240.0,39.6609037913,beautiful bag,beautiful bag,this is pre-owed but still look new no any damages i only use this once. real leather .ask me for more info .very nice inside with purple velvety soft material .accepting offers. strap and dustbag included..
118981,Dolce & Gabbana,185.0,30.3194051082,dolce gabbana floral green dress 38,dolce gabbana floral green dress 38,no description yet
105410,_missing_,6.0,40.6173205083,bundle listing,bundle listing,"bundle listing for bharnoor black, light pink, and burgundy all are 3/8"" (10cm) in width 12"" long by default (pm me if you need a different length) comes with a 2"" extension chain silver hardware"
136361,_missing_,10.0,64.4391781164,s nwt sarah llr,s nwt sarah llr,"brand new with tags lularoe s sarah! beautiful purple, and tons of stretch. i bought an xl since i didn't want to stretch it out quite that much! but it would definitely fit a m-l no problem :)"
60264,Michael Kors,5.0,34.7135048253,michael kors drawstring bag,michael kors drawstring bag,great for traveling or just keeping around to put things in
77758,_missing_,129.0,20.8328398614,*bucket bag,bucket bag,small bucket bag (2 bags)
32224,Star Wars,10.0,64.6141617658,star wars lot #1,star wars lot 1,"3 figures, c3po, ewok, and hoth edition han solo han has both his pistols and all accessories ewok is just the figure it's self c3po comes with his chair from the endor capture"
9685,_missing_,105.0,16.7520602155,manfrotto 055xprob,manfrotto 055xprob,see detailed in the picture. no damaged.
36166,_missing_,65.0,10.0466710489,0-3 month boys clothes(hold for dianita),03 month boys clotheshold for dianita,all good condition no stains
144467,_missing_,75.0,11.7144064755,reserved,reserved,pop redo for detroit made because of damaged pops during shipping
29831,_missing_,334.0,55.0075682535,marwasherrihill,marwasherrihill,this dress has been worn one time and is in like new perfect condition! it is currently selling online for [rm]. it's a size 0 . price is not negotiable if anything i will raise it due to fees. most dresses like this are selling used for [rm]. i'm 5'3-5'4 and i wore heels . i never altered the length of the tail so you can do as you please with the length yourself. 350 is lowest. this dress is in perfect condition i guaranty you will not find better
44272,_missing_,180.0,29.2310642589,custom jean listing,custom jean listing,no description yet
43813,Rock Revival,284.0,46.5801217677,4 pairs rock revival jeans bootcut,4 pairs rock revival jeans bootcut,size 28 boot cut price is for all 4! great deal. all 4 have their own personal listing on my account to see more pics! day trip not rated naughty monkey rock revival bk you miss me bke gimmicks lace crochet chiffon aztec tribal boho hippie hipster grunge skinny bootcut straight leg shorts cardigan layering pieces buckle brand rue 21 forever 21 charlotte russe abercrombie & fitch hollister h&m flying tomato naughty monkey blu pepper jealous tomato free people band of gypsys lucky brand boutique riding boots cuff pink vs victoria's secrets
95042,PINK,174.0,28.2104832585,(12) bs pink beanies (4) ea color nwts,12 bs pink beanies 4 ea color nwts,"this item will ship usps price is firm, no trades, will bundle buyer pays for shipping, please don't ask please check out my closet"
144468,_missing_,116.0,18.4590115239,acne women's jacket,acne women ' s jacket,motorcycle style leather jacket for women tan color all zippers work only flaw is a small scratch seen in 3rd pic jacket size says 34
83853,_missing_,4.0,29.1016669475,reserved for v.vega-3 necklaces,reserved for vvega3 necklaces,reserved for v vega
64358,_missing_,146.0,23.3790415558,spectra s9+ breastpump & handsfree kit,spectra s9 breastpump handsfree kit,the pump is in excellent condition and the accessories are brand new.
66918,Moose Toys,240.0,38.9240874275,reserved for keona,reserved for keona,2 cases of 30 christmas ornaments per case. total 60 ornaments. shipping friday/ saturday.
102190,_missing_,90.0,14.0750430948,too faced glamour revolution,too faced glamour revolution,too faced glamour revolution- no box. missing inside mirror (would go on left side over woman with pink hair and quote) no shadow insurance. usage as shown. includes all 3 glamour cards. too faced glamour to go palette-box included. usage as shown.
134254,_missing_,89.0,13.8533490607,water filter,water filter,brand new kube water filter
55563,_missing_,171.0,27.3713857316,turquoise ring sterling,turquoise ring sterling,"native american turquoise ring. has three stones, triple band. has a squash blossom flower on side. very nice. sterling silver."
8514,LF,154.0,24.457780438,lf floral hooded flannel,lf floral hooded flannel,lf floral hooded flannel. one size. euc - blue plaid flannel with black floral pattern on back and hood.
119217,_missing_,115.0,18.0506869007,jewelry lot 21lbs,jewelry lot 21lbs,mixed necklaces/rings/bracelets and more. selling for [rm] a pound
62931,_missing_,105.0,16.3759551004,for stephany,for stephany,3.4 ounces blooming bouquet 1.7 chanel eau vive midnight romance rollerball tender romance rollerball decadence rollerball daisy dream rollerball la vie est belle travel acqua di gioia rollerball
99039,Lululemon,94.0,14.5665773838,lululemon headbands,lululemon headbands,9 skinny fly away tamer headbands euc except the one that still has tag on it. i would prefer to sell as a lot or i am willing to bundle some together!(:
130805,_missing_,100.0,15.5493691206,captain america comic (#100)1967,captain america comic 1001967,"hi there! well i just received a big collection of comics so i better start listing some. i will start with this one. it's not graded however, i will say it's in fair condition. all the pages are there. what a great cover! thank you."
70683,_missing_,60.0,8.99397681876,hold,hold,no description yet
35894,_missing_,75.0,11.4331380965,dip powder 429:425:453:497:501,dip powder 429425453497501,pick your color! [rm] each you only need step 2:3:4 to use this (sold separately) [rm] each free ship when you buy any 2 item or more
83992,Bath & Body Works,155.0,24.4971566897,7 bbw/slatkin candles *reserved,7 bbw slatkin candles reserved,14.5 oz each. new
103775,Nixon,5.0,35.7121620043,nixon time teller,nixon time teller,no description yet
127408,_missing_,65.0,9.77858378703,for the lovely destinee only!!!,for the lovely destinee only,one squishy for the wonderful d! condition is listed in video!
36279,_missing_,125.0,19.5317575814,100x classic tri fidget spinner toy,100x classic tri fidget spinner toy,"price are fixed. brand new with gift box. this listing is for 100 pcs wholesale lot of fidget spinner. comes in 4 colors (yellow, blue, red & green) made of ultra durable abs plastic body with ceramic bearing for smooth spin."
